OBJECTID,BasinCode,Description,Latitude,Longitude,Ecoregion,Planning_Segment,WebData,County,HUC8,Basin,Status,Title,AssessmentUnit,x,y
1731,WHI0015B,Turtle Cr. below Colson Co. NPDES discharge.Jonesboro AR.,35.83,-90.66,DELT,5A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0015B#display,16,08020203,WHI0015B,A,Water Quality Monitoring Station,,-10092570.805,4277557.753
1732,WHI0016A,Christian creek above G.E. NPDES discharge. Jonesboro Ar.,35.84,-90.73,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0016A#display,16,08020302,WHI0016A,A,Water Quality Monitoring Station,,-10099617.331,4278436.553
1733,WHI0016B,Christian creek below G.E. NPDES discharge. Jonesboro Ar.,35.84,-90.73,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0016B#display,16,08020302,WHI0016B,A,Water Quality Monitoring Station,,-10099583.935,4278395.357
1734,WHI0017A,Trib to Mill Bayou on Walker St AB Piper indus NPDES Dischar,34.70,-91.30,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0017A#display,48,08020303,WHI0017A,A,Water Quality Monitoring Station,,-10163124.874,4122659.289
1735,WHI0017B,Trib. to Mill Bayou on Hwy 79 BL Piper Indus NPDES Discharge,34.69,-91.29,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0017B#display,48,08020303,WHI0017B,A,Water Quality Monitoring Station,,-10162913.398,4122172.249
1736,WHI0019B,Unnamed trib to Caney cr. be. Sloan Valve NPDES discharge,35.27,-91.35,DELT,4C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0019B#display,74,11010013,WHI0019B,A,Water Quality Monitoring Station,,-10168724.485,4200375.694
1737,WHI0021,Spring River on CR107/S 1st St at Ravenden,36.22,-91.25,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0021#display,38,11010010,WHI0021,A,Water Quality Monitoring Station,AR_11010010_003,-10157993.412,4331626.061
1738,WHI0022,Spring River on CR90/9 Mile Ridge Rd near Hardy,36.34,-91.51,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0022#display,25,11010010,WHI0022,A,Water Quality Monitoring Station,AR_11010010_006,-10186736.291,4347230.968
1739,WHI0023,South Fork Spring River on SR289 near Saddle,36.35,-91.63,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0023#display,25,11010010,WHI0023,A,Water Quality Monitoring Station,AR_11010010_012,-10200688.601,4349255.472
1740,WHI0024,Strawberry River on SR115 near of Smithville,36.03,-91.33,OZHI,4G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0024#display,38,11010012,WHI0024,A,Water Quality Monitoring Station,AR_11010012_006,-10166286.83,4304448.401
1741,WHI0025,Black River on Hwy 67/SR90 at Pocahontas,36.25,-90.97,DELT,4G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0025#display,61,11010009,WHI0025,A,Water Quality Monitoring Station,AR_11010009_005,-10126734.905,4335614.826
1742,WHI0025A,"Black River upstream of Pocahontas, Arkansas",36.26,-90.96,DELT,4G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0025A#display,61,11010009,WHI0025A,A,Water Quality Monitoring Station,AR_11010009_005,-10125380.271,4335867.596
1743,WHI0025B,"Black River downstream of Pocahontas, Arkansas",36.21,-90.99,DELT,4G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0025B#display,61,11010009,WHI0025B,A,Water Quality Monitoring Station,AR_11010009_005,-10128577.038,4330079.077
1744,WHI0025C,"Black River downstream of Pocahontas, Arkansas",36.21,-90.99,DELT,4G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0025C#display,61,11010009,WHI0025C,A,Water Quality Monitoring Station,AR_11010009_005,-10129185.986,4329001.213
1745,WHI0026,Bayou DeView on SR226/Cash Hwy W of Gibson,35.79,-90.84,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0026#display,16,08020302,WHI0026,A,Water Quality Monitoring Station,AR_08020302_009,-10112219.506,4272189.113
1746,WHI0027,Cache River on SR226 near Cache,35.80,-90.98,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0027#display,16,08020302,WHI0027,A,Water Quality Monitoring Station,AR_08020302_021,-10128188.904,4272542.499
1747,WHI0028,Black River off SR69 near Newport AR,35.64,-91.32,DELT,4G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0028#display,34,11010009,WHI0028,I,Water Quality Monitoring Station,AR_11010009_019,-10165959.846,4251547.663
1748,WHI0029,White River on Ferry Rd at Oil Trough,35.64,-91.46,DELT,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0029#display,32,11010004,WHI0029,A,Water Quality Monitoring Station,AR_11010004_001,-10181470.622,4251651.125
1749,WHI0031,White River on CR324/Reds Camp Rd at DeValls Bluff,34.79,-91.45,DELT,4D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0031#display,59,08020301,WHI0031,A,Water Quality Monitoring Station,AR_08020301_001,-10179700.673,4135420.795
1750,WHI0032,Cache River on Hwy 70 near Brasfield,34.83,-91.38,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0032#display,48,08020302,WHI0032,A,Water Quality Monitoring Station,AR_08020302_016,-10172186.912,4140952.858
1751,WHI0033,Bayou DeView on Hwy 70 SW on Brinkley,34.84,-91.28,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0033#display,48,08020302,WHI0033,A,Water Quality Monitoring Station,AR_08020302_002,-10161733.721,4142051.219
1752,WHI0034,White River on Hwy 64 near Augusta,35.29,-91.39,DELT,4C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0034#display,74,11010013,WHI0034,I,Water Quality Monitoring Station,AR_11010013_002,-10173978.939,4203211.809
1753,WHI0035,Little Red River off Carson Rd on RR tracks near Judsonia,35.27,-91.64,ARRV,4E,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0035#display,73,11010014,WHI0035,I,Water Quality Monitoring Station,AR_11010014_007,-10201320.472,4200260.849
1754,WHI0036,White River off SR1 on Belnap Rd Boat Ramp at St. Charles,34.38,-91.13,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0036#display,01,08020303,WHI0036,A,Water Quality Monitoring Station,AR_08020303_005,-10144056.376,4079564.921
1755,WHI0037,Big Creek on SR318 near Watkins Corner,34.41,-90.95,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0037#display,54,08020304,WHI0037,I,Water Quality Monitoring Station,AR_08020304_003,-10124408.657,4084377.192
1756,WHI0041,Little Red River on Swinging Bridge Dr near Heber Springs,35.49,-91.97,ARRV,4E,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0041#display,12,11010014,WHI0041,A,Water Quality Monitoring Station,AR_11010014_014,-10238332.991,4231013.911
1757,WHI0042,Greers Ferry Lake off SR92 at The Narrows,35.56,-92.20,BOMT,4E,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0042#display,12,11010014,WHI0042,I,Water Quality Monitoring Station,AR_11010014_4020,-10263290.537,4240698.346
1758,WHI0043,Middle Fork Little Red River on SR9/Guffy Ln near Shirley,35.65,-92.32,BOMT,4E,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0043#display,71,11010014,WHI0043,A,Water Quality Monitoring Station,AR_11010014_028,-10277023.728,4252820.634
1759,WHI0045,North Fork White River on River Ridge Road near Norfork,36.22,-92.28,OZHI,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0045#display,03,11010006,WHI0045,A,Water Quality Monitoring Station,AR_11010006_001,-10273008.239,4330246.441
1760,WHI0046,White River on SR341/Push Mountain Rd near Norfork,36.22,-92.30,OZHI,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0046#display,03,11010004,WHI0046,I,Water Quality Monitoring Station,AR_11010004_014,-10274678.814,4331350.223
1761,WHI0046A,"White River on CR61/Shipps Ferry Rd (Boat Ramp) W of Norfork, AR",36.21,-92.36,OZHI,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0046A#display,03,11010004,WHI0046A,A,Water Quality Monitoring Station,AR_11010004_014,-10281086.786,4330055.383
1762,WHI0047,White River on River Cliff Dr BL Bull Shoals Dam,36.37,-92.58,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0047#display,03,11010003,WHI0047,A,Water Quality Monitoring Station,AR_11010003_902,-10305625.628,4351101.049
1763,WHI0048,Crooked Creek on Hwy 412/62 near Pyatt,36.25,-92.83,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0048#display,45,11010003,WHI0048,A,Water Quality Monitoring Station,AR_11010003_049,-10334314.15,4334538.502
1764,WHI0048A,Crooked Creek on SR14 at Yellville (replaced 8/8/06 WHI0193),36.22,-92.68,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0048A#display,45,11010003,WHI0048A,I,Water Quality Monitoring Station,AR_11010003_048,-10317058.062,4331363.906
1765,WHI0048B,Crooked Creek on CR7055/6002 2 miles S of Flippin,36.25,-92.60,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0048B#display,45,11010003,WHI0048B,A,Water Quality Monitoring Station,AR_11010003_048,-10308196.46,4335214.609
1766,WHI0048C,Crooked Creek at Hwy. 101 2 miles north of Rea Valley,36.24,-92.55,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0048C#display,45,11010003,WHI0048C,A,Water Quality Monitoring Station,AR_11010003_048,-10302185.111,4334152.028
1767,WHI0049,Buffalo River on SR123 near Hasty,35.98,-93.04,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0049#display,51,11010005,WHI0049,A,Water Quality Monitoring Station,AR_11010005_011,-10357355.672,4298421.075
1768,WHI0049A,Buffalo River on Hwy 65 near St. Joe,35.98,-92.75,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0049A#display,65,11010005,WHI0049A,A,Water Quality Monitoring Station,AR_11010005_005,-10324493.686,4298421.077
1769,WHI0051,West Fork White River on SR16 E of Fayetteville,36.05,-94.10,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0051#display,72,11010001,WHI0051,A,Water Quality Monitoring Station,AR_11010001_024,-10475704.004,4307911.85
1770,WHI0051A,White River on CR48/E Wyman Rd E of Fayetteville,36.07,-94.08,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0051A#display,72,11010001,WHI0051A,A,Water Quality Monitoring Station,AR_11010001_023,-10473053.337,4310690.776
1771,WHI0051B,White River below Fayetteville STP,36.09,-94.08,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0051B#display,72,11010001,WHI0051B,A,Water Quality Monitoring Station,AR_11010001_023,-10473305.832,4312365.77
1772,WHI0052,White River on SR45/W Boman Rd near Goshen,36.11,-94.01,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0052#display,72,11010001,WHI0052,A,Water Quality Monitoring Station,AR_11010001_023,-10465301.772,4315217.383
1773,WHI0053,Osage Creek W of Berryville AR,36.35,-93.60,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0053#display,08,11010001,WHI0053,I,Water Quality Monitoring Station,AR_11010001_045,-10419003.853,4349345.094
1774,WHI0054,White River AB Ark Eastman,35.71,-91.53,DELT,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0054#display,32,11010004,WHI0054,A,Water Quality Monitoring Station,AR_11010004_001,-10188706.663,4260626.35
1775,WHI0055,White River BL Ark Eastman,35.71,-91.52,DELT,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0055#display,32,11010004,WHI0055,A,Water Quality Monitoring Station,AR_11010004_001,-10188485.845,4260511.82
1776,WHI0056,Bayou Des Arc on SR11 near Mouth,35.01,-91.52,DELT,4D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0056#display,59,08020301,WHI0056,A,Water Quality Monitoring Station,AR_08020301_006,-10188082.422,4165104.473
1777,WHI0057,White River at RM2685 AB AP&L Ind,35.65,-91.41,DELT,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0057#display,32,11010004,WHI0057,I,Water Quality Monitoring Station,AR_11010004_001,-10175461.821,4253064.696
1778,WHI0058,White River at RM2681 BL AP&L Ind,35.65,-91.40,DELT,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0058#display,32,11010004,WHI0058,I,Water Quality Monitoring Station,AR_11010004_001,-10175105.964,4253080.375
1779,WHI0059,Little Red River on SR367/Lakeshore Dr S of Searcy,35.26,-91.68,ARRV,4E,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0059#display,73,11010014,WHI0059,A,Water Quality Monitoring Station,AR_11010014_007,-10205326.622,4198630.434
1780,WHI0060,White River AB Jacksonport AR,35.64,-91.31,DELT,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0060#display,34,11010013,WHI0060,I,Water Quality Monitoring Station,AR_11010013_017,-10165016.273,4251193.388
1781,WHI0061,White River BL Batesville AR,35.70,-91.56,DELT,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0061#display,32,11010004,WHI0061,I,Water Quality Monitoring Station,AR_11010004_001,-10191889.842,4259530.778
1782,WHI0062,White River on Chaney Dr in Batesville,35.76,-91.64,DELT,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0062#display,32,11010004,WHI0062,A,Water Quality Monitoring Station,AR_11010004_002,-10200962.92,4267347.04
1783,WHI0063,Mill Creek on SR9 BL Melbourne,36.05,-91.92,OZHI,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0063#display,33,11010004,WHI0063,A,Water Quality Monitoring Station,AR_11010004_907,-10232054.117,4308000.107
1784,WHI0063A,Mill Creek on SR9 AB Melbourne,36.05,-91.90,OZHI,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0063A#display,33,11010004,WHI0063A,A,Water Quality Monitoring Station,AR_11010004_907,-10230551.704,4308137.724
1785,WHI0064,Bear Creek on SR74 BL Marshall,35.92,-92.71,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0064#display,65,11010005,WHI0064,I,Water Quality Monitoring Station,AR_11010005_026,-10320859.528,4289923.327
1786,WHI0065,Hicks Creek on CR55/Old Military Rd BL Mountain Home,36.29,-92.38,OZHI,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0065#display,03,11010004,WHI0065,A,Water Quality Monitoring Station,AR_11010004_015,-10283227.874,4340903.149
1787,WHI0065A,Hicks Creek on CR38/Hicks Rd AB Mountain Home,36.30,-92.38,OZHI,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0065A#display,03,11010004,WHI0065A,A,Water Quality Monitoring Station,AR_11010004_015,-10283612.607,4342449.581
1788,WHI0066,Crooked Creek on Silver Valley Rd BL Harrison,36.24,-93.08,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0066#display,05,11010003,WHI0066,A,Water Quality Monitoring Station,AR_11010003_949,-10361362.674,4334289.975
1789,WHI0067,Crooked Creek on Hwy 62/65 AB Harrison,36.23,-93.09,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0067#display,05,11010003,WHI0067,A,Water Quality Monitoring Station,AR_11010003_949,-10362888.018,4332716.284
1790,WHI0068,Osage Creek on SR221 AB Berryville,36.35,-93.59,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0068#display,08,11010001,WHI0068,A,Water Quality Monitoring Station,AR_11010001_045,-10418514.656,4348723.462
1791,WHI0069,Osage Creek off Bunch Springs Rd down Powerline BL Berryvill,36.36,-93.61,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0069#display,08,11010001,WHI0069,A,Water Quality Monitoring Station,AR_11010001_945,-10420424.733,4350838.423
1792,WHI0069A,Osage Creek on the AR-306 Bridge W of Pleasant Valley,36.39,-93.64,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0069A#display,08,11010001,WHI0069A,A,Water Quality Monitoring Station,AR_11010001_945,-10424362.94,4354232.403
1793,WHI0070,Holman Creek on SR23 BL Huntsville,36.12,-93.73,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0070#display,44,11010001,WHI0070,A,Water Quality Monitoring Station,AR_11010001_059,-10434411.012,4317808.397
1794,WHI0070A,Holman Creek on Hwy 412/68 AB Huntsville,36.10,-93.76,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0070A#display,44,11010001,WHI0070A,A,Water Quality Monitoring Station,AR_11010001_859,-10436826.423,4314983.494
1795,WHI0071,Long Creek on CR824 BL Denver,36.43,-93.31,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0071#display,08,11010001,WHI0071,A,Water Quality Monitoring Station,AR_11010001_054,-10386855.281,4359896.701
1796,WHI0072,Wattensaw Bayou on SR11 N of Hazen,34.88,-91.57,DELT,4D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0072#display,59,08020301,WHI0072,A,Water Quality Monitoring Station,AR_08020301_015,-10193014.309,4147057.029
1797,WHI0073,Prairie Cypress Creek at Hwy 1 near Crossroads,34.43,-91.05,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0073#display,48,08020304,WHI0073,A,Water Quality Monitoring Station,AR_08020304_014,-10135985.473,4087133.94
1798,WHI0074,Boat Gunwale Slash at Hwy. 146 near Deep Elm,34.57,-91.15,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0074#display,48,08020303,WHI0074,A,Water Quality Monitoring Station,AR_08020303_014,-10146304.476,4106261.837
1799,WHI0075,Little Red River on CW Rd AB Searcy AR,35.27,-91.71,ARRV,4E,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0075#display,73,11010014,WHI0075,A,Water Quality Monitoring Station,AR_11010014_007,-10208799.412,4200634.811
1800,WHI0076,Kings River on Hwy 62 AB Berryville AR,36.40,-93.64,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0076#display,08,11010001,WHI0076,I,Water Quality Monitoring Station,AR_11010001_037,-10423659.719,4355724.828
1801,WHI0077,Kings River off Hwy 62 BL Berryville AR,36.41,-93.65,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0077#display,08,11010001,WHI0077,I,Water Quality Monitoring Station,AR_11010001_037,-10425071.257,4356576.906
1802,WHI0078,Coon Creek BL Frit Industries,36.00,-91.00,DELT,4C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0078#display,38,11010013,WHI0078,I,Water Quality Monitoring Station,,-10130074.353,4300622.282
1803,WHI0079A,Unnamed trib to Crooked Cr above Helena Chemical in W. Helen,34.17,-90.65,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0079A#display,54,08020304,WHI0079A,A,Water Quality Monitoring Station,,-10091635.709,4051504.623
1804,WHI0079B,Unnamed trib to Crooked Cr BL Helena Chemical W. Helena,34.17,-90.66,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0079B#display,54,08020304,WHI0079B,A,Water Quality Monitoring Station,,-10091758.16,4051733.35
1805,WHI0080A,Mansker Creek on Paradise Tl AB Elastic Stopnut Pocahontas,36.30,-91.00,OZHI,4G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0080A#display,61,11010009,WHI0080A,A,Water Quality Monitoring Station,,-10129911.29,4342120.79
1806,WHI0080B,Mansker Creek on SR115 BL Elastic Stopnut nr Pocahontas,36.29,-90.97,OZHI,4G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0080B#display,61,11010009,WHI0080B,A,Water Quality Monitoring Station,,-10127038.955,4340157.157
1807,WHI0081,Gum Creek on E 4th St BL General Industries in Bald Knob,35.31,-91.56,DELT,4E,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0081#display,73,11010014,WHI0081,A,Water Quality Monitoring Station,AR_11010014_005,-10192169.259,4205669.202
1808,WHI0082A,Trib to Village CR AB American Lantern nr Newport,35.66,-91.25,DELT,4C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0082A#display,34,11010013,WHI0082A,A,Water Quality Monitoring Station,,-10157659.328,4253336.253
1809,WHI0082B,Trib to Village CR BL American Lantern nr Newport,35.66,-91.25,DELT,4C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0082B#display,34,11010013,WHI0082B,A,Water Quality Monitoring Station,,-10157659.328,4253254.051
1810,WHI0083,Small trib to White R BL Emerson in Batesville,35.76,-91.62,OZHI,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0083#display,32,11010004,WHI0083,A,Water Quality Monitoring Station,,-10198970.003,4268252.311
1811,WHI0084,Trib to Miller CR at Hwy 25 below Gencorp Auto-Batesville,35.79,-91.63,OZHI,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0084#display,32,11010004,WHI0084,A,Water Quality Monitoring Station,,-10200349.725,4271994.882
1812,WHI0085,Unnamed Trib to West Fork White R BL Standard Reg. on Hwy 71,36.01,-94.17,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0085#display,72,11010001,WHI0085,A,Water Quality Monitoring Station,,-10483396.968,4302510.478
1813,WHI0086,White River nr Clarendon and confluence with Cache River,34.69,-91.32,DELT,4D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0086#display,48,08020301,WHI0086,A,Water Quality Monitoring Station,AR_08020301_005,-10165329.658,4122063.791
1814,WHI0087,Un trib to Cypress Creek on CR169 BL Darling Ind.-Corning,36.42,-90.57,DELT,4G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0087#display,11,11010007,WHI0087,A,Water Quality Monitoring Station,,-10081840.03,4358416.38
1815,WHI0088,Spring River on N Spring St at Hardy,36.31,-91.48,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0088#display,68,11010010,WHI0088,A,Water Quality Monitoring Station,AR_11010010_005,-10183819.793,4343790.183
1816,WHI0089,Spring River off Hwy 63 in MS Park at Mammoth Spring,36.50,-91.53,OZHI,4H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0089#display,25,11010010,WHI0089,A,Water Quality Monitoring Station,AR_11010010_008,-10189596.737,4368990.632
1817,WHI0090,South Sylamore Creek at CR283 N of Mountain View,35.94,-92.12,OZHI,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0090#display,69,11010004,WHI0090,A,Water Quality Monitoring Station,AR_11010004_010,-10254907.944,4291791.857
1818,WHI0090A,South Sylamore Creek at Holiday Mnt. Resort crossing,35.93,-92.12,OZHI,4F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0090A#display,69,11010004,WHI0090A,A,Water Quality Monitoring Station,AR_11010004_010,-10254907.944,4291558.47
1819,WHI0091,Mississippi River on CR423 at McAllisters Grain near Elaine,34.37,-90.77,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0091#display,54,08020100,WHI0091,A,Water Quality Monitoring Station,AR_08020100_002,-10103947.308,4078148.547
1820,WHI0092,Freeman Branch off CR221/McKennon Ford Rd BL Berryville STP,36.35,-93.59,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0092#display,08,11010001,WHI0092,A,Water Quality Monitoring Station,,-10418269.208,4349276.022
1821,WHI0093,Town Branch Creek off CR23 AB Holman Creek confluence,36.12,-93.74,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0093#display,44,11010001,WHI0093,A,Water Quality Monitoring Station,AR_11010001_959,-10434578.325,4316841.623
1822,WHI0094,Holman Creek off CR23 AB Town Branch Creek nr Huntville,36.12,-93.74,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=WHI0094#display,44,11010001,WHI0094,A,Water Quality Monitoring Station,AR_11010001_859,-10434704.021,4316860.548
